# cmip6: regional means at warming levels for individual models - Rx5day
# anomalies w.r.t. 1850-1900
# warming levels: +1.5°C, +2.0°C, +3.0°C, +4.0°C
# index: Rx5day
# variable: pr
# units: %
,region,abbrevs,names,model,ens,exp,table,grid,varn,1.5,2.0,3.0,4.0
1049,4,CNA,C.North-America,CESM2-WACCM,r1i1p1f1,ssp245,day,gn,pr,5.85,12.68,15.59,
1050,4,CNA,C.North-America,CESM2-WACCM,r1i1p1f1,ssp370,day,gn,pr,8.76,8.4,13.46,15.0
1051,4,CNA,C.North-America,CESM2-WACCM,r1i1p1f1,ssp585,day,gn,pr,6.51,11.05,11.98,19.59
1052,4,CNA,C.North-America,CMCC-CM2-SR5,r1i1p1f1,ssp126,day,gn,pr,2.74,9.82,,
1053,4,CNA,C.North-America,CMCC-CM2-SR5,r1i1p1f1,ssp245,day,gn,pr,1.56,3.81,6.29,
1054,4,CNA,C.North-America,CMCC-CM2-SR5,r1i1p1f1,ssp370,day,gn,pr,0.65,4.38,0.42,7.94
1055,4,CNA,C.North-America,CMCC-CM2-SR5,r1i1p1f1,ssp585,day,gn,pr,7.31,8.9,9.34,8.21
1056,4,CNA,C.North-America,CNRM-CM6-1,r1i1p1f2,ssp126,day,gr,pr,5.84,9.97,,
1057,4,CNA,C.North-America,CNRM-CM6-1,r1i1p1f2,ssp245,day,gr,pr,3.59,9.26,10.85,
1058,4,CNA,C.North-America,CNRM-CM6-1,r1i1p1f2,ssp370,day,gr,pr,4.75,14.19,12.29,19.32
1059,4,CNA,C.North-America,CNRM-CM6-1,r1i1p1f2,ssp585,day,gr,pr,2.93,9.04,16.12,21.02
1060,4,CNA,C.North-America,CNRM-CM6-1-HR,r1i1p1f2,ssp126,day,gr,pr,7.39,11.01,,
1061,4,CNA,C.North-America,CNRM-CM6-1-HR,r1i1p1f2,ssp585,day,gr,pr,8.26,12.0,11.38,13.66
1062,4,CNA,C.North-America,CNRM-ESM2-1,r1i1p1f2,ssp119,day,gr,pr,14.9,,,
1063,4,CNA,C.North-America,CNRM-ESM2-1,r1i1p1f2,ssp126,day,gr,pr,14.35,,,
1064,4,CNA,C.North-America,CNRM-ESM2-1,r1i1p1f2,ssp245,day,gr,pr,14.21,20.44,24.54,
1065,4,CNA,C.North-America,CNRM-ESM2-1,r1i1p1f2,ssp370,day,gr,pr,17.34,19.37,24.69,24.72
1066,4,CNA,C.North-America,CNRM-ESM2-1,r1i1p1f2,ssp585,day,gr,pr,13.97,11.27,21.29,30.04
1067,4,CNA,C.North-America,CanESM5,r1i1p1f1,ssp119,day,gn,pr,5.04,3.55,,
1068,4,CNA,C.North-America,CanESM5,r1i1p1f1,ssp126,day,gn,pr,-2.83,-1.9,,
1069,4,CNA,C.North-America,CanESM5,r1i1p1f1,ssp245,day,gn,pr,-1.45,-2.88,-1.67,8.66
1070,4,CNA,C.North-America,CanESM5,r1i1p1f1,ssp370,day,gn,pr,3.58,4.33,4.98,8.84
1071,4,CNA,C.North-America,CanESM5,r1i1p1f1,ssp585,day,gn,pr,4.04,2.47,5.4,8.21
1072,4,CNA,C.North-America,EC-Earth3,r1i1p1f1,ssp126,day,gr,pr,9.8,9.57,,
1073,4,CNA,C.North-America,EC-Earth3,r1i1p1f1,ssp245,day,gr,pr,8.0,12.82,16.09,
1074,4,CNA,C.North-America,EC-Earth3,r1i1p1f1,ssp370,day,gr,pr,9.91,16.47,16.57,23.11
1075,4,CNA,C.North-America,EC-Earth3,r1i1p1f1,ssp585,day,gr,pr,9.43,11.17,17.06,23.53
1076,4,CNA,C.North-America,EC-Earth3-AerChem,r1i1p1f1,ssp370,day,gr,pr,5.01,4.35,12.48,10.59
1077,4,CNA,C.North-America,EC-Earth3-CC,r1i1p1f1,ssp245,day,gr,pr,5.5,6.74,13.34,
1078,4,CNA,C.North-America,EC-Earth3-CC,r1i1p1f1,ssp585,day,gr,pr,4.64,12.71,14.79,19.14
1079,4,CNA,C.North-America,EC-Earth3-Veg,r1i1p1f1,ssp119,day,gr,pr,2.07,7.22,,
1080,4,CNA,C.North-America,EC-Earth3-Veg,r1i1p1f1,ssp126,day,gr,pr,2.29,6.78,,
1081,4,CNA,C.North-America,EC-Earth3-Veg,r1i1p1f1,ssp245,day,gr,pr,-0.27,8.5,14.43,
1082,4,CNA,C.North-America,EC-Earth3-Veg,r1i1p1f1,ssp370,day,gr,pr,1.75,10.42,12.57,17.12
1083,4,CNA,C.North-America,EC-Earth3-Veg,r1i1p1f1,ssp585,day,gr,pr,1.23,8.03,17.21,19.12
1084,4,CNA,C.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp119,day,gr,pr,5.9,,,
1085,4,CNA,C.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp126,day,gr,pr,7.82,,,
1086,4,CNA,C.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp245,day,gr,pr,7.39,8.44,15.0,
1087,4,CNA,C.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp370,day,gr,pr,5.92,8.31,13.55,16.91
1088,4,CNA,C.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp585,day,gr,pr,9.27,12.06,14.26,18.74
1089,4,CNA,C.North-America,FGOALS-g3,r1i1p1f1,ssp245,day,gn,pr,5.99,7.6,,
1090,4,CNA,C.North-America,FGOALS-g3,r1i1p1f1,ssp370,day,gn,pr,10.59,11.25,18.54,
1091,4,CNA,C.North-America,FGOALS-g3,r1i1p1f1,ssp585,day,gn,pr,11.41,12.1,20.0,
1092,4,CNA,C.North-America,GFDL-CM4,r1i1p1f1,ssp245,day,gr1,pr,2.17,3.53,,
1093,4,CNA,C.North-America,GFDL-CM4,r1i1p1f1,ssp585,day,gr1,pr,5.01,2.5,3.32,10.53
1094,4,CNA,C.North-America,GFDL-ESM4,r1i1p1f1,ssp245,day,gr1,pr,4.31,6.67,,
1095,4,CNA,C.North-America,GFDL-ESM4,r1i1p1f1,ssp370,day,gr1,pr,1.39,2.11,6.61,
1096,4,CNA,C.North-America,GFDL-ESM4,r1i1p1f1,ssp585,day,gr1,pr,2.88,4.39,12.67,
1097,4,CNA,C.North-America,HadGEM3-GC31-LL,r1i1p1f3,ssp126,day,gn,pr,2.73,3.56,,
1098,4,CNA,C.North-America,HadGEM3-GC31-LL,r1i1p1f3,ssp245,day,gn,pr,3.95,1.11,3.32,
1099,4,CNA,C.North-America,HadGEM3-GC31-LL,r1i1p1f3,ssp585,day,gn,pr,1.01,-4.13,5.18,13.01
1100,4,CNA,C.North-America,HadGEM3-GC31-MM,r1i1p1f3,ssp126,day,gn,pr,5.16,6.78,,
1101,4,CNA,C.North-America,HadGEM3-GC31-MM,r1i1p1f3,ssp585,day,gn,pr,0.43,3.58,7.5,7.17
1102,4,CNA,C.North-America,IITM-ESM,r1i1p1f1,ssp126,day,gn,pr,7.72,,,
1103,4,CNA,C.North-America,IITM-ESM,r1i1p1f1,ssp245,day,gn,pr,8.41,10.2,,
1104,4,CNA,C.North-America,IITM-ESM,r1i1p1f1,ssp585,day,gn,pr,12.64,16.76,18.61,
1105,4,CNA,C.North-America,INM-CM4-8,r1i1p1f1,ssp126,day,gr1,pr,3.71,,,
1106,4,CNA,C.North-America,INM-CM4-8,r1i1p1f1,ssp245,day,gr1,pr,3.59,6.68,,
1107,4,CNA,C.North-America,INM-CM4-8,r1i1p1f1,ssp370,day,gr1,pr,4.09,2.75,6.86,
1108,4,CNA,C.North-America,INM-CM4-8,r1i1p1f1,ssp585,day,gr1,pr,6.13,4.78,5.72,
1109,4,CNA,C.North-America,INM-CM5-0,r1i1p1f1,ssp126,day,gr1,pr,5.82,,,
1110,4,CNA,C.North-America,INM-CM5-0,r1i1p1f1,ssp245,day,gr1,pr,4.21,5.91,,
1111,4,CNA,C.North-America,INM-CM5-0,r1i1p1f1,ssp370,day,gr1,pr,1.99,9.36,7.09,
1112,4,CNA,C.North-America,INM-CM5-0,r1i1p1f1,ssp585,day,gr1,pr,3.15,6.95,12.2,
1113,4,CNA,C.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp119,day,gr,pr,10.12,8.62,,
1114,4,CNA,C.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp126,day,gr,pr,7.87,9.76,,
1115,4,CNA,C.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp245,day,gr,pr,7.64,11.41,14.93,
1116,4,CNA,C.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp370,day,gr,pr,6.29,10.02,17.58,12.33
1117,4,CNA,C.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp585,day,gr,pr,5.09,10.15,10.95,15.86
1118,4,CNA,C.North-America,KACE-1-0-G,r1i1p1f1,ssp126,day,gr,pr,1.75,7.84,,
1119,4,CNA,C.North-America,KACE-1-0-G,r1i1p1f1,ssp245,day,gr,pr,8.41,12.19,14.77,
1120,4,CNA,C.North-America,KACE-1-0-G,r1i1p1f1,ssp370,day,gr,pr,4.88,2.51,11.64,10.75
1121,4,CNA,C.North-America,KACE-1-0-G,r1i1p1f1,ssp585,day,gr,pr,2.21,2.07,10.46,18.06
1122,4,CNA,C.North-America,KIOST-ESM,r1i1p1f1,ssp126,day,gr1,pr,6.68,,,
1123,4,CNA,C.North-America,KIOST-ESM,r1i1p1f1,ssp245,day,gr1,pr,5.92,4.52,,
1124,4,CNA,C.North-America,KIOST-ESM,r1i1p1f1,ssp585,day,gr1,pr,7.49,6.01,9.45,
1125,4,CNA,C.North-America,MIROC-ES2L,r1i1p1f2,ssp126,day,gn,pr,2.33,,,
1126,4,CNA,C.North-America,MIROC-ES2L,r1i1p1f2,ssp245,day,gn,pr,6.11,-1.1,,
1127,4,CNA,C.North-America,MIROC-ES2L,r1i1p1f2,ssp370,day,gn,pr,-0.27,2.05,2.61,
1128,4,CNA,C.North-America,MIROC-ES2L,r1i1p1f2,ssp585,day,gn,pr,2.62,5.67,5.96,
1129,4,CNA,C.North-America,MIROC6,r1i1p1f1,ssp126,day,gn,pr,10.1,,,
1130,4,CNA,C.North-America,MIROC6,r1i1p1f1,ssp245,day,gn,pr,5.04,8.43,,
1131,4,CNA,C.North-America,MIROC6,r1i1p1f1,ssp370,day,gn,pr,11.74,10.67,,
1132,4,CNA,C.North-America,MIROC6,r1i1p1f1,ssp585,day,gn,pr,12.07,12.52,17.63,
1133,4,CNA,C.North-America,MPI-ESM1-2-HR,r1i1p1f1,ssp126,day,gn,pr,-1.71,,,
1134,4,CNA,C.North-America,MPI-ESM1-2-HR,r1i1p1f1,ssp245,day,gn,pr,2.67,4.53,,
1135,4,CNA,C.North-America,MPI-ESM1-2-HR,r1i1p1f1,ssp370,day,gn,pr,-0.58,3.59,7.99,
1136,4,CNA,C.North-America,MPI-ESM1-2-HR,r1i1p1f1,ssp585,day,gn,pr,7.59,1.53,4.01,
1137,4,CNA,C.North-America,MPI-ESM1-2-LR,r1i1p1f1,ssp126,day,gn,pr,3.16,,,
1138,4,CNA,C.North-America,MPI-ESM1-2-LR,r1i1p1f1,ssp245,day,gn,pr,4.14,4.02,,
1139,4,CNA,C.North-America,MPI-ESM1-2-LR,r1i1p1f1,ssp370,day,gn,pr,1.04,7.96,3.93,
1140,4,CNA,C.North-America,MPI-ESM1-2-LR,r1i1p1f1,ssp585,day,gn,pr,2.43,6.27,5.46,
1141,4,CNA,C.North-America,MRI-ESM2-0,r1i1p1f1,ssp119,day,gn,pr,1.6,,,
1142,4,CNA,C.North-America,MRI-ESM2-0,r1i1p1f1,ssp126,day,gn,pr,2.95,,,
1143,4,CNA,C.North-America,MRI-ESM2-0,r1i1p1f1,ssp245,day,gn,pr,1.38,1.81,,
1144,4,CNA,C.North-America,MRI-ESM2-0,r1i1p1f1,ssp370,day,gn,pr,3.32,3.25,11.09,
1145,4,CNA,C.North-America,MRI-ESM2-0,r1i1p1f1,ssp585,day,gn,pr,-0.15,3.75,10.22,11.15
1146,4,CNA,C.North-America,NESM3,r1i1p1f1,ssp126,day,gn,pr,7.48,7.65,,
1147,4,CNA,C.North-America,NESM3,r1i1p1f1,ssp245,day,gn,pr,8.39,8.88,,
1148,4,CNA,C.North-America,NESM3,r1i1p1f1,ssp585,day,gn,pr,7.91,9.72,10.97,12.94
1149,4,CNA,C.North-America,NorESM2-LM,r1i1p1f1,ssp245,day,gn,pr,14.72,17.75,,
1150,4,CNA,C.North-America,NorESM2-LM,r1i1p1f1,ssp370,day,gn,pr,16.55,19.11,,
1151,4,CNA,C.North-America,NorESM2-LM,r1i1p1f1,ssp585,day,gn,pr,11.06,13.36,26.73,
1152,4,CNA,C.North-America,NorESM2-MM,r1i1p1f1,ssp245,day,gn,pr,8.39,10.17,,
1153,4,CNA,C.North-America,NorESM2-MM,r1i1p1f1,ssp370,day,gn,pr,11.74,7.9,7.78,
1154,4,CNA,C.North-America,NorESM2-MM,r1i1p1f1,ssp585,day,gn,pr,4.11,6.27,16.32,
1155,4,CNA,C.North-America,TaiESM1,r1i1p1f1,ssp585,day,gn,pr,0.53,3.11,5.7,11.91
1156,4,CNA,C.North-America,UKESM1-0-LL,r1i1p1f2,ssp119,day,gn,pr,3.75,4.33,,
1157,4,CNA,C.North-America,UKESM1-0-LL,r1i1p1f2,ssp126,day,gn,pr,-3.44,2.72,,
1158,4,CNA,C.North-America,UKESM1-0-LL,r1i1p1f2,ssp245,day,gn,pr,3.1,0.37,7.92,8.09
1159,4,CNA,C.North-America,UKESM1-0-LL,r1i1p1f2,ssp370,day,gn,pr,1.48,-0.89,1.88,6.3
1160,4,CNA,C.North-America,UKESM1-0-LL,r1i1p1f2,ssp585,day,gn,pr,-0.92,1.15,1.04,12.58
1161,5,ENA,E.North-America,ACCESS-CM2,r1i1p1f1,ssp126,day,gn,pr,4.33,7.54,,
1162,5,ENA,E.North-America,ACCESS-CM2,r1i1p1f1,ssp245,day,gn,pr,6.88,10.85,13.87,
1163,5,ENA,E.North-America,ACCESS-CM2,r1i1p1f1,ssp370,day,gn,pr,4.04,4.57,12.71,18.87
1164,5,ENA,E.North-America,ACCESS-CM2,r1i1p1f1,ssp585,day,gn,pr,6.91,9.73,13.36,18.89
1165,5,ENA,E.North-America,ACCESS-ESM1-5,r1i1p1f1,ssp126,day,gn,pr,6.12,13.02,,
1166,5,ENA,E.North-America,ACCESS-ESM1-5,r1i1p1f1,ssp245,day,gn,pr,5.3,7.91,,
1167,5,ENA,E.North-America,ACCESS-ESM1-5,r1i1p1f1,ssp370,day,gn,pr,7.26,5.8,12.7,
1168,5,ENA,E.North-America,ACCESS-ESM1-5,r1i1p1f1,ssp585,day,gn,pr,6.74,8.65,11.44,18.9
1169,5,ENA,E.North-America,BCC-CSM2-MR,r1i1p1f1,ssp126,day,gn,pr,9.35,,,
1170,5,ENA,E.North-America,BCC-CSM2-MR,r1i1p1f1,ssp245,day,gn,pr,6.61,12.52,,
1171,5,ENA,E.North-America,BCC-CSM2-MR,r1i1p1f1,ssp370,day,gn,pr,6.77,10.62,13.27,
1172,5,ENA,E.North-America,BCC-CSM2-MR,r1i1p1f1,ssp585,day,gn,pr,6.95,11.02,15.02,
1173,5,ENA,E.North-America,CESM2,r1i1p1f1,ssp126,day,gn,pr,5.3,9.04,,
1174,5,ENA,E.North-America,CESM2,r1i1p1f1,ssp245,day,gn,pr,7.01,9.63,16.03,
1175,5,ENA,E.North-America,CESM2,r1i1p1f1,ssp370,day,gn,pr,3.04,5.04,13.88,20.8
1176,5,ENA,E.North-America,CESM2,r1i1p1f1,ssp585,day,gn,pr,5.59,5.15,11.3,22.93
1177,5,ENA,E.North-America,CESM2-WACCM,r1i1p1f1,ssp126,day,gn,pr,7.76,12.83,,
1178,5,ENA,E.North-America,CESM2-WACCM,r1i1p1f1,ssp245,day,gn,pr,3.22,11.16,12.5,
1179,5,ENA,E.North-America,CESM2-WACCM,r1i1p1f1,ssp370,day,gn,pr,7.32,6.31,12.07,17.68
1180,5,ENA,E.North-America,CESM2-WACCM,r1i1p1f1,ssp585,day,gn,pr,7.1,9.37,9.24,15.93
1181,5,ENA,E.North-America,CMCC-CM2-SR5,r1i1p1f1,ssp126,day,gn,pr,3.09,4.95,,
1182,5,ENA,E.North-America,CMCC-CM2-SR5,r1i1p1f1,ssp245,day,gn,pr,7.45,3.5,9.28,
1183,5,ENA,E.North-America,CMCC-CM2-SR5,r1i1p1f1,ssp370,day,gn,pr,3.23,6.64,9.5,14.51
1184,5,ENA,E.North-America,CMCC-CM2-SR5,r1i1p1f1,ssp585,day,gn,pr,1.2,5.92,13.92,14.34
1185,5,ENA,E.North-America,CNRM-CM6-1,r1i1p1f2,ssp126,day,gr,pr,5.41,2.74,,
1186,5,ENA,E.North-America,CNRM-CM6-1,r1i1p1f2,ssp245,day,gr,pr,2.94,6.6,8.36,
1187,5,ENA,E.North-America,CNRM-CM6-1,r1i1p1f2,ssp370,day,gr,pr,1.01,4.59,12.19,15.27
1188,5,ENA,E.North-America,CNRM-CM6-1,r1i1p1f2,ssp585,day,gr,pr,4.09,6.88,11.41,11.35
1189,5,ENA,E.North-America,CNRM-CM6-1-HR,r1i1p1f2,ssp126,day,gr,pr,6.42,9.64,,
1190,5,ENA,E.North-America,CNRM-CM6-1-HR,r1i1p1f2,ssp585,day,gr,pr,4.65,6.96,11.54,15.4
1191,5,ENA,E.North-America,CNRM-ESM2-1,r1i1p1f2,ssp119,day,gr,pr,6.54,,,
1192,5,ENA,E.North-America,CNRM-ESM2-1,r1i1p1f2,ssp126,day,gr,pr,9.69,,,
1193,5,ENA,E.North-America,CNRM-ESM2-1,r1i1p1f2,ssp245,day,gr,pr,8.37,9.3,11.68,
1194,5,ENA,E.North-America,CNRM-ESM2-1,r1i1p1f2,ssp370,day,gr,pr,7.21,8.46,15.81,18.35
1195,5,ENA,E.North-America,CNRM-ESM2-1,r1i1p1f2,ssp585,day,gr,pr,6.47,12.01,14.68,20.25
1196,5,ENA,E.North-America,CanESM5,r1i1p1f1,ssp119,day,gn,pr,3.83,8.47,,
1197,5,ENA,E.North-America,CanESM5,r1i1p1f1,ssp126,day,gn,pr,1.87,6.83,,
1198,5,ENA,E.North-America,CanESM5,r1i1p1f1,ssp245,day,gn,pr,3.28,6.45,12.88,13.47
1199,5,ENA,E.North-America,CanESM5,r1i1p1f1,ssp370,day,gn,pr,6.0,9.16,9.81,14.0
1200,5,ENA,E.North-America,CanESM5,r1i1p1f1,ssp585,day,gn,pr,4.79,7.65,9.12,14.25
1201,5,ENA,E.North-America,EC-Earth3,r1i1p1f1,ssp126,day,gr,pr,6.68,10.16,,
1202,5,ENA,E.North-America,EC-Earth3,r1i1p1f1,ssp245,day,gr,pr,3.86,10.0,12.33,
1203,5,ENA,E.North-America,EC-Earth3,r1i1p1f1,ssp370,day,gr,pr,7.05,11.65,17.9,21.23
1204,5,ENA,E.North-America,EC-Earth3,r1i1p1f1,ssp585,day,gr,pr,4.59,6.35,15.87,24.94
1205,5,ENA,E.North-America,EC-Earth3-AerChem,r1i1p1f1,ssp370,day,gr,pr,6.86,7.7,12.78,16.16
1206,5,ENA,E.North-America,EC-Earth3-CC,r1i1p1f1,ssp245,day,gr,pr,3.22,7.54,12.18,
1207,5,ENA,E.North-America,EC-Earth3-CC,r1i1p1f1,ssp585,day,gr,pr,2.68,9.41,14.3,20.88
1208,5,ENA,E.North-America,EC-Earth3-Veg,r1i1p1f1,ssp119,day,gr,pr,5.63,10.13,,
1209,5,ENA,E.North-America,EC-Earth3-Veg,r1i1p1f1,ssp126,day,gr,pr,3.48,6.78,,
1210,5,ENA,E.North-America,EC-Earth3-Veg,r1i1p1f1,ssp245,day,gr,pr,2.82,7.59,12.48,
1211,5,ENA,E.North-America,EC-Earth3-Veg,r1i1p1f1,ssp370,day,gr,pr,4.17,11.85,13.18,20.17
1212,5,ENA,E.North-America,EC-Earth3-Veg,r1i1p1f1,ssp585,day,gr,pr,2.84,8.89,15.56,18.47
1213,5,ENA,E.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp119,day,gr,pr,5.08,,,
1214,5,ENA,E.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp126,day,gr,pr,7.83,,,
1215,5,ENA,E.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp245,day,gr,pr,5.32,8.2,15.77,
1216,5,ENA,E.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp370,day,gr,pr,5.52,10.63,15.56,19.62
1217,5,ENA,E.North-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp585,day,gr,pr,6.53,9.75,16.23,22.21
1218,5,ENA,E.North-America,FGOALS-g3,r1i1p1f1,ssp245,day,gn,pr,5.15,7.79,,
1219,5,ENA,E.North-America,FGOALS-g3,r1i1p1f1,ssp370,day,gn,pr,8.0,11.91,16.96,
1220,5,ENA,E.North-America,FGOALS-g3,r1i1p1f1,ssp585,day,gn,pr,8.11,11.04,17.79,
1221,5,ENA,E.North-America,GFDL-CM4,r1i1p1f1,ssp245,day,gr1,pr,9.18,8.08,,
1222,5,ENA,E.North-America,GFDL-CM4,r1i1p1f1,ssp585,day,gr1,pr,7.06,8.55,14.15,20.16
1223,5,ENA,E.North-America,GFDL-ESM4,r1i1p1f1,ssp245,day,gr1,pr,4.06,7.44,,
1224,5,ENA,E.North-America,GFDL-ESM4,r1i1p1f1,ssp370,day,gr1,pr,1.37,1.9,6.72,
1225,5,ENA,E.North-America,GFDL-ESM4,r1i1p1f1,ssp585,day,gr1,pr,0.94,6.41,11.07,
1226,5,ENA,E.North-America,HadGEM3-GC31-LL,r1i1p1f3,ssp126,day,gn,pr,1.79,8.68,,
1227,5,ENA,E.North-America,HadGEM3-GC31-LL,r1i1p1f3,ssp245,day,gn,pr,0.35,3.51,11.26,
1228,5,ENA,E.North-America,HadGEM3-GC31-LL,r1i1p1f3,ssp585,day,gn,pr,2.25,1.44,10.82,16.42
1229,5,ENA,E.North-America,HadGEM3-GC31-MM,r1i1p1f3,ssp126,day,gn,pr,7.06,9.57,,
1230,5,ENA,E.North-America,HadGEM3-GC31-MM,r1i1p1f3,ssp585,day,gn,pr,7.02,8.32,7.71,15.32
1231,5,ENA,E.North-America,IITM-ESM,r1i1p1f1,ssp126,day,gn,pr,7.36,,,
1232,5,ENA,E.North-America,IITM-ESM,r1i1p1f1,ssp245,day,gn,pr,5.69,12.27,,
1233,5,ENA,E.North-America,IITM-ESM,r1i1p1f1,ssp585,day,gn,pr,6.21,11.38,18.9,
1234,5,ENA,E.North-America,INM-CM4-8,r1i1p1f1,ssp126,day,gr1,pr,3.7,,,
1235,5,ENA,E.North-America,INM-CM4-8,r1i1p1f1,ssp245,day,gr1,pr,3.68,5.04,,
1236,5,ENA,E.North-America,INM-CM4-8,r1i1p1f1,ssp370,day,gr1,pr,2.43,3.51,4.34,
1237,5,ENA,E.North-America,INM-CM4-8,r1i1p1f1,ssp585,day,gr1,pr,4.21,6.09,5.36,
1238,5,ENA,E.North-America,INM-CM5-0,r1i1p1f1,ssp126,day,gr1,pr,7.37,,,
1239,5,ENA,E.North-America,INM-CM5-0,r1i1p1f1,ssp245,day,gr1,pr,4.41,6.92,,
1240,5,ENA,E.North-America,INM-CM5-0,r1i1p1f1,ssp370,day,gr1,pr,4.26,5.64,10.03,
1241,5,ENA,E.North-America,INM-CM5-0,r1i1p1f1,ssp585,day,gr1,pr,5.65,6.89,12.54,
1242,5,ENA,E.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp119,day,gr,pr,7.55,8.66,,
1243,5,ENA,E.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp126,day,gr,pr,7.67,11.06,,
1244,5,ENA,E.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp245,day,gr,pr,7.13,9.82,14.79,
1245,5,ENA,E.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp370,day,gr,pr,9.5,13.58,15.39,20.35
1246,5,ENA,E.North-America,IPSL-CM6A-LR,r1i1p1f1,ssp585,day,gr,pr,7.31,10.34,17.51,19.29
1247,5,ENA,E.North-America,KACE-1-0-G,r1i1p1f1,ssp126,day,gr,pr,4.27,6.67,,
1248,5,ENA,E.North-America,KACE-1-0-G,r1i1p1f1,ssp245,day,gr,pr,5.91,8.48,17.56,
1249,5,ENA,E.North-America,KACE-1-0-G,r1i1p1f1,ssp370,day,gr,pr,6.88,5.55,14.96,20.92
1250,5,ENA,E.North-America,KACE-1-0-G,r1i1p1f1,ssp585,day,gr,pr,6.81,9.87,10.19,20.56
1251,5,ENA,E.North-America,KIOST-ESM,r1i1p1f1,ssp126,day,gr1,pr,6.58,,,
1252,5,ENA,E.North-America,KIOST-ESM,r1i1p1f1,ssp245,day,gr1,pr,6.24,8.53,,
1253,5,ENA,E.North-America,KIOST-ESM,r1i1p1f1,ssp585,day,gr1,pr,5.87,12.24,15.75,
1254,5,ENA,E.North-America,MIROC-ES2L,r1i1p1f2,ssp126,day,gn,pr,7.5,,,
1255,5,ENA,E.North-America,MIROC-ES2L,r1i1p1f2,ssp245,day,gn,pr,8.33,9.04,,
1256,5,ENA,E.North-America,MIROC-ES2L,r1i1p1f2,ssp370,day,gn,pr,7.8,8.58,12.88,
1257,5,ENA,E.North-America,MIROC-ES2L,r1i1p1f2,ssp585,day,gn,pr,6.66,9.16,14.32,
1258,5,ENA,E.North-America,MIROC6,r1i1p1f1,ssp126,day,gn,pr,9.95,,,
1259,5,ENA,E.North-America,MIROC6,r1i1p1f1,ssp245,day,gn,pr,7.45,13.17,,
1260,5,ENA,E.North-America,MIROC6,r1i1p1f1,ssp370,day,gn,pr,10.01,14.52,,
1261,5,ENA,E.North-America,MIROC6,r1i1p1f1,ssp585,day,gn,pr,8.74,13.54,19.77,
1262,5,ENA,E.North-America,MPI-ESM1-2-HR,r1i1p1f1,ssp126,day,gn,pr,5.18,,,
1263,5,ENA,E.North-America,MPI-ESM1-2-HR,r1i1p1f1,ssp245,day,gn,pr,1.28,7.31,,
1264,5,ENA,E.North-America,MPI-ESM1-2-HR,r1i1p1f1,ssp370,day,gn,pr,2.45,5.63,9.03,
1265,5,ENA,E.North-America,MPI-ESM1-2-HR,r1i1p1f1,ssp585,day,gn,pr,2.72,5.84,10.14,
1266,5,ENA,E.North-America,MPI-ESM1-2-LR,r1i1p1f1,ssp126,day,gn,pr,9.61,,,
1267,5,ENA,E.North-America,MPI-ESM1-2-LR,r1i1p1f1,ssp245,day,gn,pr,6.06,7.87,,
1268,5,ENA,E.North-America,MPI-ESM1-2-LR,r1i1p1f1,ssp370,day,gn,pr,7.32,7.5,10.71,
1269,5,ENA,E.North-America,MPI-ESM1-2-LR,r1i1p1f1,ssp585,day,gn,pr,7.76,9.87,11.79,
1270,5,ENA,E.North-America,MRI-ESM2-0,r1i1p1f1,ssp119,day,gn,pr,8.73,,,
1271,5,ENA,E.North-America,MRI-ESM2-0,r1i1p1f1,ssp126,day,gn,pr,5.16,,,
1272,5,ENA,E.North-America,MRI-ESM2-0,r1i1p1f1,ssp245,day,gn,pr,4.58,7.34,,
1273,5,ENA,E.North-America,MRI-ESM2-0,r1i1p1f1,ssp370,day,gn,pr,4.16,6.12,12.0,
1274,5,ENA,E.North-America,MRI-ESM2-0,r1i1p1f1,ssp585,day,gn,pr,6.87,8.1,11.58,12.23
1275,5,ENA,E.North-America,NESM3,r1i1p1f1,ssp126,day,gn,pr,10.24,9.69,,
1276,5,ENA,E.North-America,NESM3,r1i1p1f1,ssp245,day,gn,pr,8.99,8.87,,
1277,5,ENA,E.North-America,NESM3,r1i1p1f1,ssp585,day,gn,pr,6.15,14.33,15.13,17.88
1278,5,ENA,E.North-America,NorESM2-LM,r1i1p1f1,ssp245,day,gn,pr,7.6,8.51,,
1279,5,ENA,E.North-America,NorESM2-LM,r1i1p1f1,ssp370,day,gn,pr,5.86,6.57,,
