# cmip6: regional means at warming levels for individual models - CDD
# anomalies w.r.t. 1850-1900
# warming levels: +1.5°C, +2.0°C, +3.0°C, +4.0°C
# index: CDD
# variable: pr
# units: day
,region,abbrevs,names,model,ens,exp,table,grid,varn,1.5,2.0,3.0,4.0
1899,10,NSA,N.South-America,MIROC-ES2L,r1i1p1f2,ssp126,day,gn,pr,7.17,,,
1900,10,NSA,N.South-America,MIROC-ES2L,r1i1p1f2,ssp245,day,gn,pr,6.09,7.35,,
1901,10,NSA,N.South-America,MIROC-ES2L,r1i1p1f2,ssp370,day,gn,pr,7.13,5.96,8.54,
1902,10,NSA,N.South-America,MIROC-ES2L,r1i1p1f2,ssp585,day,gn,pr,6.34,8.5,7.89,
1903,10,NSA,N.South-America,MIROC6,r1i1p1f1,ssp126,day,gn,pr,-0.2,,,
1904,10,NSA,N.South-America,MIROC6,r1i1p1f1,ssp245,day,gn,pr,1.19,-0.4,,
1905,10,NSA,N.South-America,MIROC6,r1i1p1f1,ssp370,day,gn,pr,1.92,3.44,,
1906,10,NSA,N.South-America,MIROC6,r1i1p1f1,ssp585,day,gn,pr,1.55,0.58,2.6,
1907,10,NSA,N.South-America,MPI-ESM1-2-HR,r1i1p1f1,ssp126,day,gn,pr,7.12,,,
1908,10,NSA,N.South-America,MPI-ESM1-2-HR,r1i1p1f1,ssp245,day,gn,pr,10.08,13.82,,
1909,10,NSA,N.South-America,MPI-ESM1-2-HR,r1i1p1f1,ssp370,day,gn,pr,10.08,13.56,19.0,
1910,10,NSA,N.South-America,MPI-ESM1-2-HR,r1i1p1f1,ssp585,day,gn,pr,11.29,16.62,30.97,
1911,10,NSA,N.South-America,MPI-ESM1-2-LR,r1i1p1f1,ssp126,day,gn,pr,9.45,,,
1912,10,NSA,N.South-America,MPI-ESM1-2-LR,r1i1p1f1,ssp245,day,gn,pr,12.13,17.47,,
1913,10,NSA,N.South-America,MPI-ESM1-2-LR,r1i1p1f1,ssp370,day,gn,pr,14.11,18.89,27.91,
1914,10,NSA,N.South-America,MPI-ESM1-2-LR,r1i1p1f1,ssp585,day,gn,pr,15.87,22.58,31.09,
1915,10,NSA,N.South-America,MRI-ESM2-0,r1i1p1f1,ssp119,day,gn,pr,3.13,,,
1916,10,NSA,N.South-America,MRI-ESM2-0,r1i1p1f1,ssp126,day,gn,pr,5.78,,,
1917,10,NSA,N.South-America,MRI-ESM2-0,r1i1p1f1,ssp245,day,gn,pr,6.54,10.3,,
1918,10,NSA,N.South-America,MRI-ESM2-0,r1i1p1f1,ssp370,day,gn,pr,10.76,8.1,11.45,
1919,10,NSA,N.South-America,MRI-ESM2-0,r1i1p1f1,ssp585,day,gn,pr,7.45,8.97,10.78,15.72
1920,10,NSA,N.South-America,NESM3,r1i1p1f1,ssp126,day,gn,pr,11.72,13.0,,
1921,10,NSA,N.South-America,NESM3,r1i1p1f1,ssp245,day,gn,pr,10.02,12.82,,
1922,10,NSA,N.South-America,NESM3,r1i1p1f1,ssp585,day,gn,pr,9.64,14.34,24.29,32.52
1923,10,NSA,N.South-America,NorESM2-LM,r1i1p1f1,ssp245,day,gn,pr,12.58,10.6,,
1924,10,NSA,N.South-America,NorESM2-LM,r1i1p1f1,ssp370,day,gn,pr,15.22,14.59,,
1925,10,NSA,N.South-America,NorESM2-LM,r1i1p1f1,ssp585,day,gn,pr,12.73,13.58,17.7,
1926,10,NSA,N.South-America,NorESM2-MM,r1i1p1f1,ssp245,day,gn,pr,8.53,13.5,,
1927,10,NSA,N.South-America,NorESM2-MM,r1i1p1f1,ssp370,day,gn,pr,8.78,12.05,16.59,
1928,10,NSA,N.South-America,NorESM2-MM,r1i1p1f1,ssp585,day,gn,pr,5.8,7.39,13.66,
1929,10,NSA,N.South-America,TaiESM1,r1i1p1f1,ssp585,day,gn,pr,12.05,14.15,15.7,21.32
1930,10,NSA,N.South-America,UKESM1-0-LL,r1i1p1f2,ssp119,day,gn,pr,3.16,5.88,,
1931,10,NSA,N.South-America,UKESM1-0-LL,r1i1p1f2,ssp126,day,gn,pr,4.99,7.21,,
1932,10,NSA,N.South-America,UKESM1-0-LL,r1i1p1f2,ssp245,day,gn,pr,4.09,9.22,10.91,12.91
1933,10,NSA,N.South-America,UKESM1-0-LL,r1i1p1f2,ssp370,day,gn,pr,8.66,9.62,12.38,20.65
1934,10,NSA,N.South-America,UKESM1-0-LL,r1i1p1f2,ssp585,day,gn,pr,6.59,9.14,14.76,18.03
1935,11,NES,N.E.South-America,ACCESS-CM2,r1i1p1f1,ssp126,day,gn,pr,15.41,20.0,,
1936,11,NES,N.E.South-America,ACCESS-CM2,r1i1p1f1,ssp245,day,gn,pr,12.57,13.93,21.66,
1937,11,NES,N.E.South-America,ACCESS-CM2,r1i1p1f1,ssp370,day,gn,pr,13.3,14.72,19.93,23.83
1938,11,NES,N.E.South-America,ACCESS-CM2,r1i1p1f1,ssp585,day,gn,pr,20.84,13.37,27.78,29.27
1939,11,NES,N.E.South-America,ACCESS-ESM1-5,r1i1p1f1,ssp126,day,gn,pr,14.37,18.55,,
1940,11,NES,N.E.South-America,ACCESS-ESM1-5,r1i1p1f1,ssp245,day,gn,pr,11.72,14.58,,
1941,11,NES,N.E.South-America,ACCESS-ESM1-5,r1i1p1f1,ssp370,day,gn,pr,10.27,11.78,20.29,
1942,11,NES,N.E.South-America,ACCESS-ESM1-5,r1i1p1f1,ssp585,day,gn,pr,22.62,19.34,17.8,28.11
1943,11,NES,N.E.South-America,BCC-CSM2-MR,r1i1p1f1,ssp126,day,gn,pr,6.37,,,
1944,11,NES,N.E.South-America,BCC-CSM2-MR,r1i1p1f1,ssp245,day,gn,pr,6.36,10.87,,
1945,11,NES,N.E.South-America,BCC-CSM2-MR,r1i1p1f1,ssp370,day,gn,pr,5.91,11.24,18.51,
1946,11,NES,N.E.South-America,BCC-CSM2-MR,r1i1p1f1,ssp585,day,gn,pr,8.65,10.58,23.12,
1947,11,NES,N.E.South-America,CESM2,r1i1p1f1,ssp126,day,gn,pr,5.94,8.38,,
1948,11,NES,N.E.South-America,CESM2,r1i1p1f1,ssp245,day,gn,pr,16.14,15.69,2.18,
1949,11,NES,N.E.South-America,CESM2,r1i1p1f1,ssp370,day,gn,pr,10.51,15.44,3.07,6.82
1950,11,NES,N.E.South-America,CESM2,r1i1p1f1,ssp585,day,gn,pr,16.91,14.69,13.0,13.48
1951,11,NES,N.E.South-America,CESM2-WACCM,r1i1p1f1,ssp126,day,gn,pr,10.21,11.69,,
1952,11,NES,N.E.South-America,CESM2-WACCM,r1i1p1f1,ssp245,day,gn,pr,7.04,14.47,6.23,
1953,11,NES,N.E.South-America,CESM2-WACCM,r1i1p1f1,ssp370,day,gn,pr,15.35,13.08,9.1,7.04
1954,11,NES,N.E.South-America,CESM2-WACCM,r1i1p1f1,ssp585,day,gn,pr,12.51,11.83,12.58,19.02
1955,11,NES,N.E.South-America,CMCC-CM2-SR5,r1i1p1f1,ssp126,day,gn,pr,12.89,20.32,,
1956,11,NES,N.E.South-America,CMCC-CM2-SR5,r1i1p1f1,ssp245,day,gn,pr,15.14,21.81,32.37,
1957,11,NES,N.E.South-America,CMCC-CM2-SR5,r1i1p1f1,ssp370,day,gn,pr,13.58,19.71,29.68,40.61
1958,11,NES,N.E.South-America,CMCC-CM2-SR5,r1i1p1f1,ssp585,day,gn,pr,14.95,20.65,37.63,42.05
1959,11,NES,N.E.South-America,CNRM-CM6-1,r1i1p1f2,ssp126,day,gr,pr,14.55,15.8,,
1960,11,NES,N.E.South-America,CNRM-CM6-1,r1i1p1f2,ssp245,day,gr,pr,15.97,21.12,24.0,
1961,11,NES,N.E.South-America,CNRM-CM6-1,r1i1p1f2,ssp370,day,gr,pr,20.82,20.47,26.28,28.63
1962,11,NES,N.E.South-America,CNRM-CM6-1,r1i1p1f2,ssp585,day,gr,pr,20.72,24.26,23.97,24.44
1963,11,NES,N.E.South-America,CNRM-CM6-1-HR,r1i1p1f2,ssp126,day,gr,pr,17.19,18.08,,
1964,11,NES,N.E.South-America,CNRM-CM6-1-HR,r1i1p1f2,ssp585,day,gr,pr,16.26,18.95,22.4,28.96
1965,11,NES,N.E.South-America,CNRM-ESM2-1,r1i1p1f2,ssp119,day,gr,pr,5.36,,,
1966,11,NES,N.E.South-America,CNRM-ESM2-1,r1i1p1f2,ssp126,day,gr,pr,3.9,,,
1967,11,NES,N.E.South-America,CNRM-ESM2-1,r1i1p1f2,ssp245,day,gr,pr,10.64,16.98,15.47,
1968,11,NES,N.E.South-America,CNRM-ESM2-1,r1i1p1f2,ssp370,day,gr,pr,14.53,14.69,18.34,29.92
1969,11,NES,N.E.South-America,CNRM-ESM2-1,r1i1p1f2,ssp585,day,gr,pr,13.26,13.71,20.7,24.18
1970,11,NES,N.E.South-America,CanESM5,r1i1p1f1,ssp119,day,gn,pr,22.45,32.89,,
1971,11,NES,N.E.South-America,CanESM5,r1i1p1f1,ssp126,day,gn,pr,21.43,27.36,,
1972,11,NES,N.E.South-America,CanESM5,r1i1p1f1,ssp245,day,gn,pr,20.6,33.97,43.04,47.48
1973,11,NES,N.E.South-America,CanESM5,r1i1p1f1,ssp370,day,gn,pr,20.48,30.33,44.75,53.4
1974,11,NES,N.E.South-America,CanESM5,r1i1p1f1,ssp585,day,gn,pr,21.92,32.16,44.86,55.7
1975,11,NES,N.E.South-America,EC-Earth3,r1i1p1f1,ssp126,day,gr,pr,10.9,18.72,,
1976,11,NES,N.E.South-America,EC-Earth3,r1i1p1f1,ssp245,day,gr,pr,17.0,20.57,23.28,
1977,11,NES,N.E.South-America,EC-Earth3,r1i1p1f1,ssp370,day,gr,pr,12.98,27.75,26.45,27.67
1978,11,NES,N.E.South-America,EC-Earth3,r1i1p1f1,ssp585,day,gr,pr,19.22,21.5,31.03,36.79
1979,11,NES,N.E.South-America,EC-Earth3-AerChem,r1i1p1f1,ssp370,day,gr,pr,18.04,18.17,19.3,26.28
1980,11,NES,N.E.South-America,EC-Earth3-CC,r1i1p1f1,ssp245,day,gr,pr,14.15,23.72,29.67,
1981,11,NES,N.E.South-America,EC-Earth3-CC,r1i1p1f1,ssp585,day,gr,pr,15.64,18.36,29.65,37.73
1982,11,NES,N.E.South-America,EC-Earth3-Veg,r1i1p1f1,ssp119,day,gr,pr,16.71,17.89,,
1983,11,NES,N.E.South-America,EC-Earth3-Veg,r1i1p1f1,ssp126,day,gr,pr,18.05,19.99,,
1984,11,NES,N.E.South-America,EC-Earth3-Veg,r1i1p1f1,ssp245,day,gr,pr,15.13,18.07,22.01,
1985,11,NES,N.E.South-America,EC-Earth3-Veg,r1i1p1f1,ssp370,day,gr,pr,17.12,20.48,26.19,30.75
1986,11,NES,N.E.South-America,EC-Earth3-Veg,r1i1p1f1,ssp585,day,gr,pr,19.04,24.05,32.54,36.55
1987,11,NES,N.E.South-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp119,day,gr,pr,15.27,,,
1988,11,NES,N.E.South-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp126,day,gr,pr,15.84,,,
1989,11,NES,N.E.South-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp245,day,gr,pr,17.72,17.4,24.66,
1990,11,NES,N.E.South-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp370,day,gr,pr,13.92,17.28,21.11,29.11
1991,11,NES,N.E.South-America,EC-Earth3-Veg-LR,r1i1p1f1,ssp585,day,gr,pr,16.31,19.83,28.08,37.15
1992,11,NES,N.E.South-America,FGOALS-g3,r1i1p1f1,ssp245,day,gn,pr,18.88,19.12,,
1993,11,NES,N.E.South-America,FGOALS-g3,r1i1p1f1,ssp370,day,gn,pr,13.34,16.62,25.2,
1994,11,NES,N.E.South-America,FGOALS-g3,r1i1p1f1,ssp585,day,gn,pr,16.26,21.66,27.03,
1995,11,NES,N.E.South-America,GFDL-CM4,r1i1p1f1,ssp245,day,gr1,pr,23.56,28.58,,
1996,11,NES,N.E.South-America,GFDL-CM4,r1i1p1f1,ssp585,day,gr1,pr,21.15,27.47,29.75,42.62
1997,11,NES,N.E.South-America,GFDL-ESM4,r1i1p1f1,ssp245,day,gr1,pr,25.33,26.84,,
1998,11,NES,N.E.South-America,GFDL-ESM4,r1i1p1f1,ssp370,day,gr1,pr,25.38,27.17,37.04,
1999,11,NES,N.E.South-America,GFDL-ESM4,r1i1p1f1,ssp585,day,gr1,pr,26.47,29.82,38.09,
2000,11,NES,N.E.South-America,HadGEM3-GC31-LL,r1i1p1f3,ssp126,day,gn,pr,9.68,10.32,,
2001,11,NES,N.E.South-America,HadGEM3-GC31-LL,r1i1p1f3,ssp245,day,gn,pr,12.49,11.45,17.52,
2002,11,NES,N.E.South-America,HadGEM3-GC31-LL,r1i1p1f3,ssp585,day,gn,pr,11.9,14.04,19.8,26.06
2003,11,NES,N.E.South-America,HadGEM3-GC31-MM,r1i1p1f3,ssp126,day,gn,pr,20.92,24.31,,
2004,11,NES,N.E.South-America,HadGEM3-GC31-MM,r1i1p1f3,ssp585,day,gn,pr,20.7,23.41,30.32,27.02
2005,11,NES,N.E.South-America,IITM-ESM,r1i1p1f1,ssp126,day,gn,pr,-2.31,,,
2006,11,NES,N.E.South-America,IITM-ESM,r1i1p1f1,ssp245,day,gn,pr,-2.47,-2.67,,
2007,11,NES,N.E.South-America,IITM-ESM,r1i1p1f1,ssp585,day,gn,pr,-3.32,-3.63,1.53,
2008,11,NES,N.E.South-America,INM-CM4-8,r1i1p1f1,ssp126,day,gr1,pr,4.26,,,
2009,11,NES,N.E.South-America,INM-CM4-8,r1i1p1f1,ssp245,day,gr1,pr,4.01,0.53,,
2010,11,NES,N.E.South-America,INM-CM4-8,r1i1p1f1,ssp370,day,gr1,pr,-0.99,2.8,7.14,
2011,11,NES,N.E.South-America,INM-CM4-8,r1i1p1f1,ssp585,day,gr1,pr,5.24,5.61,10.12,
2012,11,NES,N.E.South-America,INM-CM5-0,r1i1p1f1,ssp126,day,gr1,pr,6.99,,,
2013,11,NES,N.E.South-America,INM-CM5-0,r1i1p1f1,ssp245,day,gr1,pr,5.39,7.59,,
2014,11,NES,N.E.South-America,INM-CM5-0,r1i1p1f1,ssp370,day,gr1,pr,3.01,5.63,11.68,
2015,11,NES,N.E.South-America,INM-CM5-0,r1i1p1f1,ssp585,day,gr1,pr,6.18,8.78,15.87,
2016,11,NES,N.E.South-America,IPSL-CM6A-LR,r1i1p1f1,ssp119,day,gr,pr,8.25,8.21,,
2017,11,NES,N.E.South-America,IPSL-CM6A-LR,r1i1p1f1,ssp126,day,gr,pr,12.38,8.36,,
2018,11,NES,N.E.South-America,IPSL-CM6A-LR,r1i1p1f1,ssp245,day,gr,pr,9.08,15.55,17.25,
2019,11,NES,N.E.South-America,IPSL-CM6A-LR,r1i1p1f1,ssp370,day,gr,pr,13.52,12.18,15.24,28.25
2020,11,NES,N.E.South-America,IPSL-CM6A-LR,r1i1p1f1,ssp585,day,gr,pr,15.16,15.24,23.92,24.88
2021,11,NES,N.E.South-America,KACE-1-0-G,r1i1p1f1,ssp126,day,gr,pr,13.99,19.75,,
2022,11,NES,N.E.South-America,KACE-1-0-G,r1i1p1f1,ssp245,day,gr,pr,14.41,21.83,24.84,
2023,11,NES,N.E.South-America,KACE-1-0-G,r1i1p1f1,ssp370,day,gr,pr,13.3,19.5,18.64,13.72
2024,11,NES,N.E.South-America,KACE-1-0-G,r1i1p1f1,ssp585,day,gr,pr,10.28,14.72,21.58,18.26
2025,11,NES,N.E.South-America,KIOST-ESM,r1i1p1f1,ssp126,day,gr1,pr,5.81,,,
2026,11,NES,N.E.South-America,KIOST-ESM,r1i1p1f1,ssp245,day,gr1,pr,5.24,3.25,,
2027,11,NES,N.E.South-America,KIOST-ESM,r1i1p1f1,ssp585,day,gr1,pr,3.04,3.37,7.46,
2028,11,NES,N.E.South-America,MIROC-ES2L,r1i1p1f2,ssp126,day,gn,pr,12.05,,,
2029,11,NES,N.E.South-America,MIROC-ES2L,r1i1p1f2,ssp245,day,gn,pr,16.81,18.17,,
2030,11,NES,N.E.South-America,MIROC-ES2L,r1i1p1f2,ssp370,day,gn,pr,18.7,14.88,18.85,
2031,11,NES,N.E.South-America,MIROC-ES2L,r1i1p1f2,ssp585,day,gn,pr,18.3,19.23,22.61,
2032,11,NES,N.E.South-America,MIROC6,r1i1p1f1,ssp126,day,gn,pr,15.6,,,
2033,11,NES,N.E.South-America,MIROC6,r1i1p1f1,ssp245,day,gn,pr,13.51,8.39,,
2034,11,NES,N.E.South-America,MIROC6,r1i1p1f1,ssp370,day,gn,pr,14.63,18.72,,
2035,11,NES,N.E.South-America,MIROC6,r1i1p1f1,ssp585,day,gn,pr,11.96,10.55,14.82,
2036,11,NES,N.E.South-America,MPI-ESM1-2-HR,r1i1p1f1,ssp126,day,gn,pr,14.47,,,
2037,11,NES,N.E.South-America,MPI-ESM1-2-HR,r1i1p1f1,ssp245,day,gn,pr,14.91,21.12,,
2038,11,NES,N.E.South-America,MPI-ESM1-2-HR,r1i1p1f1,ssp370,day,gn,pr,18.15,24.92,30.08,
2039,11,NES,N.E.South-America,MPI-ESM1-2-HR,r1i1p1f1,ssp585,day,gn,pr,16.45,21.84,36.63,
2040,11,NES,N.E.South-America,MPI-ESM1-2-LR,r1i1p1f1,ssp126,day,gn,pr,11.9,,,
2041,11,NES,N.E.South-America,MPI-ESM1-2-LR,r1i1p1f1,ssp245,day,gn,pr,14.5,22.06,,
2042,11,NES,N.E.South-America,MPI-ESM1-2-LR,r1i1p1f1,ssp370,day,gn,pr,16.86,18.94,26.26,
2043,11,NES,N.E.South-America,MPI-ESM1-2-LR,r1i1p1f1,ssp585,day,gn,pr,16.67,23.87,29.6,
2044,11,NES,N.E.South-America,MRI-ESM2-0,r1i1p1f1,ssp119,day,gn,pr,21.26,,,
2045,11,NES,N.E.South-America,MRI-ESM2-0,r1i1p1f1,ssp126,day,gn,pr,18.02,,,
2046,11,NES,N.E.South-America,MRI-ESM2-0,r1i1p1f1,ssp245,day,gn,pr,23.42,25.86,,
2047,11,NES,N.E.South-America,MRI-ESM2-0,r1i1p1f1,ssp370,day,gn,pr,24.0,20.01,19.34,
2048,11,NES,N.E.South-America,MRI-ESM2-0,r1i1p1f1,ssp585,day,gn,pr,22.24,26.72,23.57,26.27
2049,11,NES,N.E.South-America,NESM3,r1i1p1f1,ssp126,day,gn,pr,21.91,17.62,,
2050,11,NES,N.E.South-America,NESM3,r1i1p1f1,ssp245,day,gn,pr,19.81,21.36,,
2051,11,NES,N.E.South-America,NESM3,r1i1p1f1,ssp585,day,gn,pr,18.28,22.6,30.4,42.16
2052,11,NES,N.E.South-America,NorESM2-LM,r1i1p1f1,ssp245,day,gn,pr,22.45,22.65,,
2053,11,NES,N.E.South-America,NorESM2-LM,r1i1p1f1,ssp370,day,gn,pr,19.56,24.79,,
2054,11,NES,N.E.South-America,NorESM2-LM,r1i1p1f1,ssp585,day,gn,pr,27.22,26.11,37.05,
2055,11,NES,N.E.South-America,NorESM2-MM,r1i1p1f1,ssp245,day,gn,pr,17.47,20.19,,
2056,11,NES,N.E.South-America,NorESM2-MM,r1i1p1f1,ssp370,day,gn,pr,21.92,26.21,28.69,
2057,11,NES,N.E.South-America,NorESM2-MM,r1i1p1f1,ssp585,day,gn,pr,23.25,17.78,23.8,
2058,11,NES,N.E.South-America,TaiESM1,r1i1p1f1,ssp585,day,gn,pr,11.25,14.41,15.71,18.08
2059,11,NES,N.E.South-America,UKESM1-0-LL,r1i1p1f2,ssp119,day,gn,pr,16.2,22.72,,
2060,11,NES,N.E.South-America,UKESM1-0-LL,r1i1p1f2,ssp126,day,gn,pr,16.07,17.46,,
2061,11,NES,N.E.South-America,UKESM1-0-LL,r1i1p1f2,ssp245,day,gn,pr,12.25,18.14,24.87,28.16
2062,11,NES,N.E.South-America,UKESM1-0-LL,r1i1p1f2,ssp370,day,gn,pr,15.16,23.17,24.44,35.6
2063,11,NES,N.E.South-America,UKESM1-0-LL,r1i1p1f2,ssp585,day,gn,pr,19.78,27.37,29.08,41.78
2064,12,SAM,South-American-Monsoon,ACCESS-CM2,r1i1p1f1,ssp126,day,gn,pr,6.38,7.79,,
2065,12,SAM,South-American-Monsoon,ACCESS-CM2,r1i1p1f1,ssp245,day,gn,pr,2.54,5.21,5.82,
2066,12,SAM,South-American-Monsoon,ACCESS-CM2,r1i1p1f1,ssp370,day,gn,pr,4.52,4.33,6.1,7.25
2067,12,SAM,South-American-Monsoon,ACCESS-CM2,r1i1p1f1,ssp585,day,gn,pr,7.94,4.63,8.64,12.71
2068,12,SAM,South-American-Monsoon,ACCESS-ESM1-5,r1i1p1f1,ssp126,day,gn,pr,2.44,3.38,,
2069,12,SAM,South-American-Monsoon,ACCESS-ESM1-5,r1i1p1f1,ssp245,day,gn,pr,1.95,5.31,,
2070,12,SAM,South-American-Monsoon,ACCESS-ESM1-5,r1i1p1f1,ssp370,day,gn,pr,1.64,4.87,8.21,
2071,12,SAM,South-American-Monsoon,ACCESS-ESM1-5,r1i1p1f1,ssp585,day,gn,pr,9.41,8.25,4.25,9.3
2072,12,SAM,South-American-Monsoon,BCC-CSM2-MR,r1i1p1f1,ssp126,day,gn,pr,4.19,,,
2073,12,SAM,South-American-Monsoon,BCC-CSM2-MR,r1i1p1f1,ssp245,day,gn,pr,0.93,6.98,,
2074,12,SAM,South-American-Monsoon,BCC-CSM2-MR,r1i1p1f1,ssp370,day,gn,pr,2.17,7.77,11.33,
2075,12,SAM,South-American-Monsoon,BCC-CSM2-MR,r1i1p1f1,ssp585,day,gn,pr,6.23,5.7,13.63,
2076,12,SAM,South-American-Monsoon,CESM2,r1i1p1f1,ssp126,day,gn,pr,3.64,2.27,,
2077,12,SAM,South-American-Monsoon,CESM2,r1i1p1f1,ssp245,day,gn,pr,3.94,3.85,-6.31,
2078,12,SAM,South-American-Monsoon,CESM2,r1i1p1f1,ssp370,day,gn,pr,4.68,2.4,-7.24,-13.39
2079,12,SAM,South-American-Monsoon,CESM2,r1i1p1f1,ssp585,day,gn,pr,7.32,3.91,-3.57,-7.38
2080,12,SAM,South-American-Monsoon,CESM2-WACCM,r1i1p1f1,ssp126,day,gn,pr,11.54,10.45,,
2081,12,SAM,South-American-Monsoon,CESM2-WACCM,r1i1p1f1,ssp245,day,gn,pr,4.9,10.57,0.09,
2082,12,SAM,South-American-Monsoon,CESM2-WACCM,r1i1p1f1,ssp370,day,gn,pr,11.6,11.43,6.72,5.33
2083,12,SAM,South-American-Monsoon,CESM2-WACCM,r1i1p1f1,ssp585,day,gn,pr,6.78,9.23,7.46,5.28
2084,12,SAM,South-American-Monsoon,CMCC-CM2-SR5,r1i1p1f1,ssp126,day,gn,pr,9.34,21.47,,
2085,12,SAM,South-American-Monsoon,CMCC-CM2-SR5,r1i1p1f1,ssp245,day,gn,pr,13.75,20.7,21.65,
2086,12,SAM,South-American-Monsoon,CMCC-CM2-SR5,r1i1p1f1,ssp370,day,gn,pr,13.02,19.85,24.86,26.69
2087,12,SAM,South-American-Monsoon,CMCC-CM2-SR5,r1i1p1f1,ssp585,day,gn,pr,10.47,20.05,27.32,26.92
2088,12,SAM,South-American-Monsoon,CNRM-CM6-1,r1i1p1f2,ssp126,day,gr,pr,12.92,3.45,,
2089,12,SAM,South-American-Monsoon,CNRM-CM6-1,r1i1p1f2,ssp245,day,gr,pr,14.46,13.99,12.74,
2090,12,SAM,South-American-Monsoon,CNRM-CM6-1,r1i1p1f2,ssp370,day,gr,pr,12.12,11.71,22.46,23.78
2091,12,SAM,South-American-Monsoon,CNRM-CM6-1,r1i1p1f2,ssp585,day,gr,pr,13.92,17.43,17.18,18.66
2092,12,SAM,South-American-Monsoon,CNRM-CM6-1-HR,r1i1p1f2,ssp126,day,gr,pr,5.76,3.01,,
2093,12,SAM,South-American-Monsoon,CNRM-CM6-1-HR,r1i1p1f2,ssp585,day,gr,pr,5.62,6.2,9.71,11.76
2094,12,SAM,South-American-Monsoon,CNRM-ESM2-1,r1i1p1f2,ssp119,day,gr,pr,5.66,,,
2095,12,SAM,South-American-Monsoon,CNRM-ESM2-1,r1i1p1f2,ssp126,day,gr,pr,9.47,,,
2096,12,SAM,South-American-Monsoon,CNRM-ESM2-1,r1i1p1f2,ssp245,day,gr,pr,12.58,12.92,15.55,
2097,12,SAM,South-American-Monsoon,CNRM-ESM2-1,r1i1p1f2,ssp370,day,gr,pr,17.6,16.9,21.18,27.55
2098,12,SAM,South-American-Monsoon,CNRM-ESM2-1,r1i1p1f2,ssp585,day,gr,pr,17.24,15.26,15.33,24.98
2099,12,SAM,South-American-Monsoon,CanESM5,r1i1p1f1,ssp119,day,gn,pr,10.29,16.45,,
2100,12,SAM,South-American-Monsoon,CanESM5,r1i1p1f1,ssp126,day,gn,pr,11.31,12.42,,
2101,12,SAM,South-American-Monsoon,CanESM5,r1i1p1f1,ssp245,day,gn,pr,7.15,11.01,27.23,33.63
2102,12,SAM,South-American-Monsoon,CanESM5,r1i1p1f1,ssp370,day,gn,pr,8.9,16.48,32.17,35.68
2103,12,SAM,South-American-Monsoon,CanESM5,r1i1p1f1,ssp585,day,gn,pr,10.0,15.32,31.93,36.1
2104,12,SAM,South-American-Monsoon,EC-Earth3,r1i1p1f1,ssp126,day,gr,pr,7.35,11.3,,
2105,12,SAM,South-American-Monsoon,EC-Earth3,r1i1p1f1,ssp245,day,gr,pr,12.78,12.33,16.52,
2106,12,SAM,South-American-Monsoon,EC-Earth3,r1i1p1f1,ssp370,day,gr,pr,9.07,20.08,19.72,23.91
2107,12,SAM,South-American-Monsoon,EC-Earth3,r1i1p1f1,ssp585,day,gr,pr,12.72,13.07,20.1,24.16
2108,12,SAM,South-American-Monsoon,EC-Earth3-AerChem,r1i1p1f1,ssp370,day,gr,pr,12.6,12.45,13.57,17.95
2109,12,SAM,South-American-Monsoon,EC-Earth3-CC,r1i1p1f1,ssp245,day,gr,pr,6.52,12.82,16.55,
2110,12,SAM,South-American-Monsoon,EC-Earth3-CC,r1i1p1f1,ssp585,day,gr,pr,7.27,5.81,18.38,23.35
2111,12,SAM,South-American-Monsoon,EC-Earth3-Veg,r1i1p1f1,ssp119,day,gr,pr,10.13,10.24,,
2112,12,SAM,South-American-Monsoon,EC-Earth3-Veg,r1i1p1f1,ssp126,day,gr,pr,11.04,11.94,,
2113,12,SAM,South-American-Monsoon,EC-Earth3-Veg,r1i1p1f1,ssp245,day,gr,pr,10.4,10.37,15.02,
2114,12,SAM,South-American-Monsoon,EC-Earth3-Veg,r1i1p1f1,ssp370,day,gr,pr,9.77,13.41,17.11,21.04
2115,12,SAM,South-American-Monsoon,EC-Earth3-Veg,r1i1p1f1,ssp585,day,gr,pr,12.87,13.39,20.19,22.6
2116,12,SAM,South-American-Monsoon,EC-Earth3-Veg-LR,r1i1p1f1,ssp119,day,gr,pr,9.47,,,
2117,12,SAM,South-American-Monsoon,EC-Earth3-Veg-LR,r1i1p1f1,ssp126,day,gr,pr,10.4,,,
2118,12,SAM,South-American-Monsoon,EC-Earth3-Veg-LR,r1i1p1f1,ssp245,day,gr,pr,9.56,11.85,14.91,
2119,12,SAM,South-American-Monsoon,EC-Earth3-Veg-LR,r1i1p1f1,ssp370,day,gr,pr,9.1,8.88,13.51,19.81
2120,12,SAM,South-American-Monsoon,EC-Earth3-Veg-LR,r1i1p1f1,ssp585,day,gr,pr,8.9,11.0,15.43,23.61
2121,12,SAM,South-American-Monsoon,FGOALS-g3,r1i1p1f1,ssp245,day,gn,pr,8.53,4.24,,
2122,12,SAM,South-American-Monsoon,FGOALS-g3,r1i1p1f1,ssp370,day,gn,pr,7.02,8.77,10.31,
2123,12,SAM,South-American-Monsoon,FGOALS-g3,r1i1p1f1,ssp585,day,gn,pr,6.91,5.03,11.2,
