# cmip6: multi-model-median regional means at warming levels - TXx
# anomalies w.r.t. 1850-1900
# warming levels: +1.5°C, +2.0°C, +3.0°C, +4.0°C
# index: TXx
# variable: tasmax
# units: °C
,region,abbrevs,names,model,ens,exp,postprocess,table,grid,varn,1.5,2.0,3.0,4.0
1284,7,SCA,S.Central-America,FGOALS-g3,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.43,1.93,2.97,
1285,7,SCA,S.Central-America,FGOALS-g3,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.26,1.79,3.08,
1286,7,SCA,S.Central-America,GFDL-CM4,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr1,tasmax,1.19,1.66,,
1287,7,SCA,S.Central-America,GFDL-CM4,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr1,tasmax,0.98,1.88,3.25,4.43
1288,7,SCA,S.Central-America,GFDL-ESM4,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr1,tasmax,1.37,2.4,,
1289,7,SCA,S.Central-America,GFDL-ESM4,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr1,tasmax,1.57,2.24,3.41,
1290,7,SCA,S.Central-America,GFDL-ESM4,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr1,tasmax,1.6,2.24,3.59,
1291,7,SCA,S.Central-America,HadGEM3-GC31-LL,r1i1p1f3,ssp126,txx_reg_ave_ar6,day,gn,tasmax,2.82,3.15,,
1292,7,SCA,S.Central-America,HadGEM3-GC31-LL,r1i1p1f3,ssp245,txx_reg_ave_ar6,day,gn,tasmax,2.81,3.37,4.5,
1293,7,SCA,S.Central-America,HadGEM3-GC31-LL,r1i1p1f3,ssp585,txx_reg_ave_ar6,day,gn,tasmax,3.04,3.44,4.53,5.34
1294,7,SCA,S.Central-America,HadGEM3-GC31-MM,r1i1p1f3,ssp126,txx_reg_ave_ar6,day,gn,tasmax,2.46,3.03,,
1295,7,SCA,S.Central-America,HadGEM3-GC31-MM,r1i1p1f3,ssp585,txx_reg_ave_ar6,day,gn,tasmax,2.55,3.16,4.45,5.67
1296,7,SCA,S.Central-America,INM-CM4-8,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr1,tasmax,1.94,,,
1297,7,SCA,S.Central-America,INM-CM4-8,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr1,tasmax,2.0,2.57,,
1298,7,SCA,S.Central-America,INM-CM4-8,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr1,tasmax,2.2,2.94,4.28,
1299,7,SCA,S.Central-America,INM-CM4-8,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr1,tasmax,2.17,2.88,3.67,
1300,7,SCA,S.Central-America,INM-CM5-0,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr1,tasmax,1.53,,,
1301,7,SCA,S.Central-America,INM-CM5-0,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr1,tasmax,1.77,2.46,,
1302,7,SCA,S.Central-America,INM-CM5-0,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr1,tasmax,1.79,2.2,3.68,
1303,7,SCA,S.Central-America,INM-CM5-0,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr1,tasmax,1.61,2.56,3.79,
1304,7,SCA,S.Central-America,IPSL-CM6A-LR,r1i1p1f1,ssp119,txx_reg_ave_ar6,day,gr,tasmax,1.94,2.23,,
1305,7,SCA,S.Central-America,IPSL-CM6A-LR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr,tasmax,1.74,2.16,,
1306,7,SCA,S.Central-America,IPSL-CM6A-LR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr,tasmax,1.87,1.98,3.31,
1307,7,SCA,S.Central-America,IPSL-CM6A-LR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr,tasmax,1.79,2.27,3.18,4.5
1308,7,SCA,S.Central-America,IPSL-CM6A-LR,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr,tasmax,2.01,2.36,3.17,4.25
1309,7,SCA,S.Central-America,KACE-1-0-G,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr,tasmax,1.58,1.79,,
1310,7,SCA,S.Central-America,KACE-1-0-G,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr,tasmax,1.41,1.53,2.82,3.94
1311,7,SCA,S.Central-America,KIOST-ESM,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr1,tasmax,1.14,,,
1312,7,SCA,S.Central-America,MIROC-ES2L,r1i1p1f2,ssp126,txx_reg_ave_ar6,day,gn,tasmax,2.36,,,
1313,7,SCA,S.Central-America,MIROC-ES2L,r1i1p1f2,ssp245,txx_reg_ave_ar6,day,gn,tasmax,2.17,2.65,,
1314,7,SCA,S.Central-America,MIROC-ES2L,r1i1p1f2,ssp370,txx_reg_ave_ar6,day,gn,tasmax,2.09,2.76,4.14,
1315,7,SCA,S.Central-America,MIROC-ES2L,r1i1p1f2,ssp585,txx_reg_ave_ar6,day,gn,tasmax,2.04,2.62,3.89,
1316,7,SCA,S.Central-America,MIROC6,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,2.67,,,
1317,7,SCA,S.Central-America,MIROC6,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,2.73,3.49,,
1318,7,SCA,S.Central-America,MIROC6,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,2.76,3.66,,
1319,7,SCA,S.Central-America,MIROC6,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,2.86,3.83,5.73,
1320,7,SCA,S.Central-America,MPI-ESM1-2-HR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.65,,,
1321,7,SCA,S.Central-America,MPI-ESM1-2-HR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.74,2.26,,
1322,7,SCA,S.Central-America,MPI-ESM1-2-HR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.6,2.19,3.33,
1323,7,SCA,S.Central-America,MPI-ESM1-2-HR,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.61,2.02,3.35,
1324,7,SCA,S.Central-America,MPI-ESM1-2-LR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.6,,,
1325,7,SCA,S.Central-America,MPI-ESM1-2-LR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.33,1.94,,
1326,7,SCA,S.Central-America,MPI-ESM1-2-LR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.54,2.16,3.45,
1327,7,SCA,S.Central-America,MPI-ESM1-2-LR,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.73,2.31,3.22,
1328,7,SCA,S.Central-America,MRI-ESM2-0,r1i1p1f1,ssp119,txx_reg_ave_ar6,day,gn,tasmax,1.63,,,
1329,7,SCA,S.Central-America,MRI-ESM2-0,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,2.12,,,
1330,7,SCA,S.Central-America,MRI-ESM2-0,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,2.02,2.75,,
1331,7,SCA,S.Central-America,MRI-ESM2-0,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,2.32,2.72,4.95,
1332,7,SCA,S.Central-America,MRI-ESM2-0,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,2.19,3.01,4.8,6.62
1333,7,SCA,S.Central-America,NESM3,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.59,2.22,,
1334,7,SCA,S.Central-America,NESM3,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.77,2.0,,
1335,7,SCA,S.Central-America,NESM3,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.58,2.14,3.5,4.44
1336,7,SCA,S.Central-America,NorESM2-MM,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.84,2.64,,
1337,7,SCA,S.Central-America,NorESM2-MM,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.86,2.66,4.01,
1338,7,SCA,S.Central-America,NorESM2-MM,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,2.13,2.89,4.28,
1339,7,SCA,S.Central-America,UKESM1-0-LL,r1i1p1f2,ssp119,txx_reg_ave_ar6,day,gn,tasmax,2.37,2.78,,
1340,7,SCA,S.Central-America,UKESM1-0-LL,r1i1p1f2,ssp126,txx_reg_ave_ar6,day,gn,tasmax,2.25,2.82,,
1341,7,SCA,S.Central-America,UKESM1-0-LL,r1i1p1f2,ssp245,txx_reg_ave_ar6,day,gn,tasmax,2.28,2.84,4.09,5.15
1342,7,SCA,S.Central-America,UKESM1-0-LL,r1i1p1f2,ssp370,txx_reg_ave_ar6,day,gn,tasmax,2.27,2.71,4.01,5.0
1343,7,SCA,S.Central-America,UKESM1-0-LL,r1i1p1f2,ssp585,txx_reg_ave_ar6,day,gn,tasmax,2.33,2.77,3.78,5.12
1344,8,CAR,Caribbean,ACCESS-CM2,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.6,1.96,,
1345,8,CAR,Caribbean,ACCESS-CM2,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.72,2.22,3.0,
1346,8,CAR,Caribbean,ACCESS-CM2,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.54,2.13,3.16,4.06
1347,8,CAR,Caribbean,ACCESS-CM2,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.63,2.22,3.08,4.1
1348,8,CAR,Caribbean,ACCESS-ESM1-5,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,0.73,1.6,,
1349,8,CAR,Caribbean,ACCESS-ESM1-5,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.14,1.23,,
1350,8,CAR,Caribbean,ACCESS-ESM1-5,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,0.89,1.53,2.44,
1351,8,CAR,Caribbean,ACCESS-ESM1-5,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,0.84,1.27,2.48,3.54
1352,8,CAR,Caribbean,AWI-CM-1-1-MR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.36,2.01,,
1353,8,CAR,Caribbean,AWI-CM-1-1-MR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.4,1.71,,
1354,8,CAR,Caribbean,AWI-CM-1-1-MR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.45,1.98,3.1,
1355,8,CAR,Caribbean,AWI-CM-1-1-MR,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.33,1.89,2.93,4.18
1356,8,CAR,Caribbean,BCC-CSM2-MR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.42,,,
1357,8,CAR,Caribbean,BCC-CSM2-MR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.44,1.78,,
1358,8,CAR,Caribbean,BCC-CSM2-MR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.51,1.87,2.73,
1359,8,CAR,Caribbean,BCC-CSM2-MR,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.5,1.95,2.58,
1360,8,CAR,Caribbean,CMCC-CM2-SR5,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.63,2.12,,
1361,8,CAR,Caribbean,CMCC-CM2-SR5,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.72,2.17,3.03,
1362,8,CAR,Caribbean,CMCC-CM2-SR5,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.68,2.16,3.17,4.24
1363,8,CAR,Caribbean,CMCC-CM2-SR5,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.78,2.22,3.2,4.35
1364,8,CAR,Caribbean,CNRM-CM6-1,r1i1p1f2,ssp126,txx_reg_ave_ar6,day,gr,tasmax,1.51,2.0,,
1365,8,CAR,Caribbean,CNRM-CM6-1,r1i1p1f2,ssp245,txx_reg_ave_ar6,day,gr,tasmax,1.38,1.96,3.0,
1366,8,CAR,Caribbean,CNRM-CM6-1,r1i1p1f2,ssp370,txx_reg_ave_ar6,day,gr,tasmax,1.44,2.12,3.03,4.1
1367,8,CAR,Caribbean,CNRM-CM6-1,r1i1p1f2,ssp585,txx_reg_ave_ar6,day,gr,tasmax,1.36,1.88,3.29,4.38
1368,8,CAR,Caribbean,CNRM-CM6-1-HR,r1i1p1f2,ssp126,txx_reg_ave_ar6,day,gr,tasmax,1.49,2.01,,
1369,8,CAR,Caribbean,CNRM-CM6-1-HR,r1i1p1f2,ssp585,txx_reg_ave_ar6,day,gr,tasmax,1.44,1.98,3.26,4.41
1370,8,CAR,Caribbean,CNRM-ESM2-1,r1i1p1f2,ssp119,txx_reg_ave_ar6,day,gr,tasmax,1.98,,,
1371,8,CAR,Caribbean,CNRM-ESM2-1,r1i1p1f2,ssp126,txx_reg_ave_ar6,day,gr,tasmax,2.07,,,
1372,8,CAR,Caribbean,CNRM-ESM2-1,r1i1p1f2,ssp245,txx_reg_ave_ar6,day,gr,tasmax,2.1,2.58,3.6,
1373,8,CAR,Caribbean,CNRM-ESM2-1,r1i1p1f2,ssp370,txx_reg_ave_ar6,day,gr,tasmax,2.03,2.76,3.73,4.71
1374,8,CAR,Caribbean,CNRM-ESM2-1,r1i1p1f2,ssp585,txx_reg_ave_ar6,day,gr,tasmax,1.93,2.69,3.64,5.03
1375,8,CAR,Caribbean,CanESM5,r1i1p1f1,ssp119,txx_reg_ave_ar6,day,gn,tasmax,1.61,1.93,,
1376,8,CAR,Caribbean,CanESM5,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.54,1.96,,
1377,8,CAR,Caribbean,CanESM5,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.66,2.06,2.93,3.78
1378,8,CAR,Caribbean,CanESM5,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.64,1.99,3.09,4.08
1379,8,CAR,Caribbean,CanESM5,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.59,1.99,3.06,3.94
1380,8,CAR,Caribbean,EC-Earth3,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr,tasmax,2.09,2.92,,
1381,8,CAR,Caribbean,EC-Earth3,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr,tasmax,2.19,2.88,4.32,
1382,8,CAR,Caribbean,EC-Earth3,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr,tasmax,2.22,2.78,4.26,5.43
1383,8,CAR,Caribbean,EC-Earth3,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr,tasmax,2.08,2.69,4.31,5.55
1384,8,CAR,Caribbean,EC-Earth3-AerChem,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr,tasmax,2.53,3.39,4.66,5.73
1385,8,CAR,Caribbean,EC-Earth3-Veg,r1i1p1f1,ssp119,txx_reg_ave_ar6,day,gr,tasmax,2.05,2.49,,
1386,8,CAR,Caribbean,EC-Earth3-Veg,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr,tasmax,2.03,2.86,,
1387,8,CAR,Caribbean,EC-Earth3-Veg,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr,tasmax,1.95,2.76,3.93,
1388,8,CAR,Caribbean,EC-Earth3-Veg,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr,tasmax,1.96,2.61,4.03,5.19
1389,8,CAR,Caribbean,EC-Earth3-Veg,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr,tasmax,2.01,2.7,4.07,5.35
1390,8,CAR,Caribbean,EC-Earth3-Veg-LR,r1i1p1f1,ssp119,txx_reg_ave_ar6,day,gr,tasmax,2.05,,,
1391,8,CAR,Caribbean,EC-Earth3-Veg-LR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr,tasmax,2.17,,,
1392,8,CAR,Caribbean,EC-Earth3-Veg-LR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr,tasmax,1.98,2.74,3.8,
1393,8,CAR,Caribbean,EC-Earth3-Veg-LR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr,tasmax,2.02,2.77,3.88,4.99
1394,8,CAR,Caribbean,EC-Earth3-Veg-LR,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr,tasmax,2.06,2.76,4.01,4.99
1395,8,CAR,Caribbean,FGOALS-g3,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.14,1.58,,
1396,8,CAR,Caribbean,FGOALS-g3,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.22,1.6,2.63,
1397,8,CAR,Caribbean,FGOALS-g3,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.19,1.69,2.63,
1398,8,CAR,Caribbean,GFDL-CM4,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr1,tasmax,1.21,1.54,,
1399,8,CAR,Caribbean,GFDL-CM4,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr1,tasmax,1.22,1.85,2.99,3.99
1400,8,CAR,Caribbean,GFDL-ESM4,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr1,tasmax,1.76,2.32,,
1401,8,CAR,Caribbean,GFDL-ESM4,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr1,tasmax,1.84,2.37,3.43,
1402,8,CAR,Caribbean,GFDL-ESM4,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr1,tasmax,1.77,2.35,3.42,
1403,8,CAR,Caribbean,HadGEM3-GC31-LL,r1i1p1f3,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.34,2.1,,
1404,8,CAR,Caribbean,HadGEM3-GC31-LL,r1i1p1f3,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.69,2.43,3.08,
1405,8,CAR,Caribbean,HadGEM3-GC31-LL,r1i1p1f3,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.95,2.46,3.08,3.82
1406,8,CAR,Caribbean,HadGEM3-GC31-MM,r1i1p1f3,ssp126,txx_reg_ave_ar6,day,gn,tasmax,2.06,2.49,,
1407,8,CAR,Caribbean,HadGEM3-GC31-MM,r1i1p1f3,ssp585,txx_reg_ave_ar6,day,gn,tasmax,2.42,2.81,3.66,4.75
1408,8,CAR,Caribbean,INM-CM4-8,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr1,tasmax,1.5,,,
1409,8,CAR,Caribbean,INM-CM4-8,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr1,tasmax,1.6,2.12,,
1410,8,CAR,Caribbean,INM-CM4-8,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr1,tasmax,1.66,2.26,3.07,
1411,8,CAR,Caribbean,INM-CM4-8,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr1,tasmax,1.61,2.13,2.91,
1412,8,CAR,Caribbean,INM-CM5-0,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr1,tasmax,1.12,,,
1413,8,CAR,Caribbean,INM-CM5-0,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr1,tasmax,1.31,2.01,,
1414,8,CAR,Caribbean,INM-CM5-0,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr1,tasmax,1.37,1.94,2.87,
1415,8,CAR,Caribbean,INM-CM5-0,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr1,tasmax,1.25,2.18,2.91,
1416,8,CAR,Caribbean,IPSL-CM6A-LR,r1i1p1f1,ssp119,txx_reg_ave_ar6,day,gr,tasmax,1.35,1.97,,
1417,8,CAR,Caribbean,IPSL-CM6A-LR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr,tasmax,1.39,2.05,,
1418,8,CAR,Caribbean,IPSL-CM6A-LR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gr,tasmax,1.49,1.99,3.04,
1419,8,CAR,Caribbean,IPSL-CM6A-LR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gr,tasmax,1.37,2.05,3.16,4.52
1420,8,CAR,Caribbean,IPSL-CM6A-LR,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr,tasmax,1.43,2.12,3.19,4.38
1421,8,CAR,Caribbean,KACE-1-0-G,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr,tasmax,1.24,1.49,,
1422,8,CAR,Caribbean,KACE-1-0-G,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gr,tasmax,1.3,1.66,2.71,3.53
1423,8,CAR,Caribbean,KIOST-ESM,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gr1,tasmax,1.86,,,
1424,8,CAR,Caribbean,MIROC-ES2L,r1i1p1f2,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.46,,,
1425,8,CAR,Caribbean,MIROC-ES2L,r1i1p1f2,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.3,1.86,,
1426,8,CAR,Caribbean,MIROC-ES2L,r1i1p1f2,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.23,1.82,2.88,
1427,8,CAR,Caribbean,MIROC-ES2L,r1i1p1f2,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.32,1.74,2.9,
1428,8,CAR,Caribbean,MIROC6,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.74,,,
1429,8,CAR,Caribbean,MIROC6,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.58,2.46,,
1430,8,CAR,Caribbean,MIROC6,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.82,2.37,,
1431,8,CAR,Caribbean,MIROC6,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.79,2.47,3.87,
1432,8,CAR,Caribbean,MPI-ESM1-2-HR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.55,,,
1433,8,CAR,Caribbean,MPI-ESM1-2-HR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.49,2.0,,
1434,8,CAR,Caribbean,MPI-ESM1-2-HR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.34,2.06,3.1,
1435,8,CAR,Caribbean,MPI-ESM1-2-HR,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.53,1.93,3.26,
1436,8,CAR,Caribbean,MPI-ESM1-2-LR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,,,,
1437,8,CAR,Caribbean,MPI-ESM1-2-LR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,,,,
1438,8,CAR,Caribbean,MPI-ESM1-2-LR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,,,,
1439,8,CAR,Caribbean,MPI-ESM1-2-LR,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,,,,
1440,8,CAR,Caribbean,MRI-ESM2-0,r1i1p1f1,ssp119,txx_reg_ave_ar6,day,gn,tasmax,1.54,,,
1441,8,CAR,Caribbean,MRI-ESM2-0,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.66,,,
1442,8,CAR,Caribbean,MRI-ESM2-0,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.29,2.2,,
1443,8,CAR,Caribbean,MRI-ESM2-0,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.48,2.09,3.63,
1444,8,CAR,Caribbean,MRI-ESM2-0,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.64,2.11,3.72,5.15
1445,8,CAR,Caribbean,NESM3,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.23,1.88,,
1446,8,CAR,Caribbean,NESM3,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.35,1.76,,
1447,8,CAR,Caribbean,NESM3,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.29,1.87,2.84,3.67
1448,8,CAR,Caribbean,NorESM2-MM,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.91,2.51,,
1449,8,CAR,Caribbean,NorESM2-MM,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.9,2.56,3.6,
1450,8,CAR,Caribbean,NorESM2-MM,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,2.02,2.65,3.6,
1451,8,CAR,Caribbean,UKESM1-0-LL,r1i1p1f2,ssp119,txx_reg_ave_ar6,day,gn,tasmax,1.61,2.14,,
1452,8,CAR,Caribbean,UKESM1-0-LL,r1i1p1f2,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.66,2.11,,
1453,8,CAR,Caribbean,UKESM1-0-LL,r1i1p1f2,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.65,2.15,3.18,3.83
1454,8,CAR,Caribbean,UKESM1-0-LL,r1i1p1f2,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.68,2.34,3.23,4.03
1455,8,CAR,Caribbean,UKESM1-0-LL,r1i1p1f2,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.59,2.01,3.12,4.31
1456,9,NWS,N.W.South-America,ACCESS-CM2,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.77,2.2,,
1457,9,NWS,N.W.South-America,ACCESS-CM2,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.75,2.52,3.44,
1458,9,NWS,N.W.South-America,ACCESS-CM2,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.69,2.43,3.73,5.05
1459,9,NWS,N.W.South-America,ACCESS-CM2,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.61,2.36,3.89,5.48
1460,9,NWS,N.W.South-America,ACCESS-ESM1-5,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,1.52,2.12,,
1461,9,NWS,N.W.South-America,ACCESS-ESM1-5,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.21,2.0,,
1462,9,NWS,N.W.South-America,ACCESS-ESM1-5,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,1.33,2.08,3.6,
1463,9,NWS,N.W.South-America,ACCESS-ESM1-5,r1i1p1f1,ssp585,txx_reg_ave_ar6,day,gn,tasmax,1.57,2.29,4.07,5.18
1464,9,NWS,N.W.South-America,AWI-CM-1-1-MR,r1i1p1f1,ssp126,txx_reg_ave_ar6,day,gn,tasmax,2.07,2.67,,
1465,9,NWS,N.W.South-America,AWI-CM-1-1-MR,r1i1p1f1,ssp245,txx_reg_ave_ar6,day,gn,tasmax,1.76,2.59,,
1466,9,NWS,N.W.South-America,AWI-CM-1-1-MR,r1i1p1f1,ssp370,txx_reg_ave_ar6,day,gn,tasmax,2.15,2.79,4.33,
